,ABANY,ABDEFECT,ABFELEGL,ABHELP1,ABHELP2,ABHELP3,ABHELP4,ABHLTH,ABINSPAY,ABMEDGOV1,ABMEDGOV2,ABMELEGL,ABMORAL,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,ABSINGLE,ABSTATE1,ABSTATE2,ACQNTSEX,ACTSSOC,adminconsent,ADULTS,ADVFRONT
628,YES,YES,Should,Yes,No,No,Yes,YES,NA,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Very hard,Make it easier,NA,Excellent,R does not consent to possible data linkage,1,NA
629,NO,NO,NA,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,Not morally opposed,NO,NO,WRONG ONLY SOMETIMES,YES,NO,Neither easy nor hard,Make it harder,NA,Very good,R consents to possible data linkage,1,Strongly agree
630,NA,YES,NA,No,No,NA,NA,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very good,R does not consent to possible data linkage,1,Agree
631,NA,NA,NA,No,No,No,No,NA,People should not be able,A woman and her medical professional should decide,NA,NA,NA,NA,NA,NA,NA,NA,Neither easy nor hard,Make it harder,NA,Good,R does not consent to possible data linkage,2,NA
632,NA,NA,Should not,NA,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,Very easy,Make it harder,NA,Excellent,R consents to possible data linkage,1,NA
633,YES,YES,It depends,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,It depends,YES,YES,NA,YES,YES,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,NA
634,NA,NA,Should,Yes,No,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Very easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,Disagree
635,NO,YES,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,NO,YES,ALWAYS WRONG,NO,NO,NA,NA,NA,Fair,R does not consent to possible data linkage,1,Strongly agree
636,NO,NO,It depends,Yes,No,No,Yes,NO,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,NA,NO,NO,Easy,Make it harder,NA,Good,R does not consent to possible data linkage,2,NA
637,NA,NA,It depends,No,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
638,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,Should,Not morally opposed,YES,YES,WRONG ONLY SOMETIMES,NO,YES,Easy,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,2,Agree
639,NA,NA,Should,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,ALWAYS WRONG,NA,NA,Very easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,1,Agree
640,NA,NA,Should,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,It depends,NA,NA,NA,NA,NA,Very easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,NA
641,YES,YES,NA,Yes,No,No,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Morally opposed,YES,YES,ALMOST ALWAYS WRONG,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
642,NO,NA,NA,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NO,NO,NA,YES,NO,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,NA
643,NA,NA,NA,Yes,No,Yes,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,NA,NA,NA,NA,NA,Very easy,Stay the same as now,NA,Excellent,R consents to possible data linkage,2,NA
644,YES,NA,NA,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,Should,Morally opposed,NA,NO,ALWAYS WRONG,YES,NO,NA,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,2,Strongly agree
645,YES,YES,It depends,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,NO,YES,NA,YES,NO,Easy,Stay the same as now,NA,Good,R does not consent to possible data linkage,1,NA
646,NA,NA,It depends,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,ALWAYS WRONG,NA,NA,NA,Make it harder,NA,Excellent,R does not consent to possible data linkage,1,Disagree
647,NO,YES,It depends,Yes,No,No,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,It depends,NO,NO,ALWAYS WRONG,YES,NO,Very easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
648,NA,NA,NA,No,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,Should not,Morally opposed,NA,NA,NA,NA,NA,Very easy,NA,NA,Very good,R does not consent to possible data linkage,2,NA
649,NA,NA,Should not,Yes,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,NA,NA,ALWAYS WRONG,NA,NA,Very hard,Stay the same as now,NA,Good,R does not consent to possible data linkage,2,Agree
650,NO,NO,NA,No,No,No,No,NO,People should be able,NA,A woman and her medical professional should decide,It depends,It depends,NO,NO,ALWAYS WRONG,NO,NO,Hard,Make it easier,NA,Fair,R consents to possible data linkage,1,Disagree
651,NA,NA,Should,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,NA,NA,NA,NA,NA,Easy,Make it easier,NA,Poor,R does not consent to possible data linkage,1,NA
652,YES,YES,It depends,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,YES,YES,WRONG ONLY SOMETIMES,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,1,Strongly agree
653,YES,YES,Should,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Agree
654,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NA,YES,YES,Neither easy nor hard,Make it easier,SEX W ACQUAINTANCE,Good,R does not consent to possible data linkage,1,NA
655,NA,NA,It depends,Yes,No,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,NA,NA,NA,Neither easy nor hard,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Agree
656,YES,YES,It depends,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,YES,Easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,2,NA
657,NA,NA,NA,Yes,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,Should not,Morally opposed,NA,NA,NA,NA,NA,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,2,NA
658,YES,NA,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Morally opposed,YES,YES,NA,YES,NO,Easy,Stay the same as now,NA,Excellent,R does not consent to possible data linkage,1,NA
659,NA,NA,Should,Yes,No,No,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Neither easy nor hard,Stay the same as now,NA,Good,R does not consent to possible data linkage,1,Agree
660,NO,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NO,NO,ALWAYS WRONG,YES,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
661,YES,YES,NA,Yes,Yes,No,Yes,YES,People should not be able,The government should decide,NA,Should,Not morally opposed,YES,YES,NA,YES,YES,Easy,Stay the same as now,SEX W ACQUAINTANCE,Good,R does not consent to possible data linkage,1,NA
662,YES,NO,NA,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,NO,NO,ALWAYS WRONG,YES,NO,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,1,Agree
663,YES,YES,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,YES,YES,NA,NO,YES,NA,NA,NA,NA,NA,2,NA
664,NO,YES,It depends,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,ALWAYS WRONG,YES,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R consents to possible data linkage,4,Agree
665,YES,YES,NA,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Neither easy nor hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
666,YES,YES,It depends,Yes,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NA,YES,NO,Very easy,Stay the same as now,NA,Very good,R consents to possible data linkage,2,NA
667,NA,NA,NA,No,No,No,Yes,NA,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,NA,NA,NA,NA,NA,Neither easy nor hard,Stay the same as now,SEX W ACQUAINTANCE,Very good,R does not consent to possible data linkage,1,NA
668,NO,NO,It depends,No,No,No,No,YES,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NO,NO,NA,NO,NO,Very easy,Make it harder,NOT SELECTED,Very good,R consents to possible data linkage,4,NA
669,NA,NA,It depends,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Easy,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
670,YES,YES,It depends,Yes,No,Yes,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,It depends,NO,YES,NA,YES,YES,Neither easy nor hard,Make it easier,NA,Good,R does not consent to possible data linkage,2,NA
671,NA,NA,NA,Yes,No,Yes,Yes,NA,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,NA,NA,NA,NA,NA,Hard,Make it easier,NA,Very good,R does not consent to possible data linkage,1,NA
672,NO,NO,NA,No,No,No,No,YES,People should not be able,NA,A woman and her medical professional should decide,It depends,Morally opposed,NO,NO,NA,YES,NO,Very easy,Make it harder,NA,Excellent,R does not consent to possible data linkage,2,NA
673,NA,NA,NA,Yes,No,Yes,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,ALMOST ALWAYS WRONG,NA,NA,Easy,NA,NOT SELECTED,Very good,R consents to possible data linkage,1,Agree
674,YES,YES,Should,Yes,Yes,Yes,Yes,YES,People should be able,NA,A woman and her medical professional should decide,NA,Not morally opposed,YES,YES,NOT WRONG AT ALL,YES,YES,Very hard,Make it easier,NA,Very good,R does not consent to possible data linkage,2,Strongly agree
675,NO,NO,It depends,No,No,No,Yes,NA,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,ALWAYS WRONG,NA,NO,Neither easy nor hard,Make it harder,NA,Very good,R consents to possible data linkage,2,Agree
676,YES,YES,NA,Yes,No,Yes,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,YES,YES,NA,YES,YES,NA,NA,NA,Good,R consents to possible data linkage,3,NA
677,NO,NO,NA,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,Morally opposed,NO,NO,ALMOST ALWAYS WRONG,YES,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R consents to possible data linkage,2,Agree
678,NA,NA,NA,No,Yes,Yes,No,NA,People should be able,A woman and her medical professional should decide,NA,Should,Morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Very hard,Make it easier,NA,Excellent,R consents to possible data linkage,3,Disagree
679,NA,NA,Should not,No,No,No,No,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,NA,Make it harder,NA,Good,R does not consent to possible data linkage,3,NA
680,NO,NO,Should not,No,No,No,No,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,ALWAYS WRONG,NO,NO,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,3,Disagree
681,NO,NO,NA,No,No,No,No,YES,People should not be able,NA,A woman and her medical professional should decide,Should not,Morally opposed,NO,NO,NA,YES,NO,Easy,Make it harder,NA,Very good,R does not consent to possible data linkage,2,NA
682,NA,NA,It depends,NA,NA,NA,NA,NA,People should be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NA,NA,NA,NA,NA,NA,NA,NA,Very good,R does not consent to possible data linkage,2,Agree
683,YES,YES,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,YES,YES,NA,YES,NA,NA,NA,NA,Excellent,R does not consent to possible data linkage,3,Strongly agree
684,NA,NA,Should not,No,No,No,No,NA,People should not be able,NA,A woman and her medical professional should decide,NA,Morally opposed,NA,NA,NA,NA,NA,Very hard,Make it harder,NA,Good,R consents to possible data linkage,3,NA
685,YES,YES,NA,Yes,No,No,Yes,YES,People should be able,NA,A woman and her medical professional should decide,Should,Not morally opposed,YES,YES,NA,YES,YES,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,NA
686,YES,YES,It depends,Yes,Yes,Yes,Yes,YES,NA,A woman and her medical professional should decide,NA,NA,It depends,NO,NO,NA,YES,NO,Easy,Stay the same as now,NA,Good,R consents to possible data linkage,2,NA
687,YES,YES,It depends,Yes,No,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,NA,It depends,YES,YES,NOT WRONG AT ALL,YES,YES,Neither easy nor hard,Stay the same as now,NA,Good,R consents to possible data linkage,4,Strongly agree
688,NO,YES,It depends,No,No,No,No,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,ALMOST ALWAYS WRONG,NO,NO,Neither easy nor hard,Stay the same as now,NA,Very good,R does not consent to possible data linkage,2,Disagree
689,YES,YES,NA,Yes,No,Yes,No,YES,People should be able,NA,A woman and her medical professional should decide,Should,Morally opposed,YES,YES,NA,YES,YES,Neither easy nor hard,Make it easier,NA,Very good,R consents to possible data linkage,2,NA
690,YES,YES,NA,Yes,Yes,No,Yes,YES,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,YES,YES,ALWAYS WRONG,YES,NO,Hard,Make it easier,NA,Fair,R does not consent to possible data linkage,1,Agree
691,NO,YES,NA,Yes,No,Yes,Yes,YES,People should not be able,NA,A woman and her medical professional should decide,It depends,It depends,NO,NO,NA,YES,NO,Easy,Stay the same as now,NA,Very good,R consents to possible data linkage,3,NA
692,NA,NA,Should,Yes,Yes,No,Yes,NA,People should be able,A woman and her medical professional should decide,NA,NA,Not morally opposed,NA,NA,NOT WRONG AT ALL,NA,NA,Neither easy nor hard,Make it easier,SEX W ACQUAINTANCE,Very good,R consents to possible data linkage,2,Agree
693,YES,YES,Should not,NA,NA,NA,NA,YES,NA,NA,A woman and her medical professional should decide,NA,It depends,YES,YES,ALWAYS WRONG,YES,NO,NA,NA,NA,Excellent,R does not consent to possible data linkage,1,Strongly agree
694,NO,NO,It depends,No,No,No,Yes,YES,People should not be able,A woman and her medical professional should decide,NA,NA,Morally opposed,NO,NO,ALWAYS WRONG,YES,NO,Neither easy nor hard,Make it harder,NA,Good,R does not consent to possible data linkage,1,Agree
695,NA,NA,NA,Yes,Yes,Yes,Yes,NA,People should be able,A woman and her medical professional should decide,NA,It depends,It depends,NA,NA,NOT WRONG AT ALL,NA,NA,NA,Make it easier,NA,Very good,R consents to possible data linkage,2,Agree
